over_number,comm,score,match,year,batsman_bowler,bowler,batsman,innings_no,runs,batting_team,bowling_team,result,event
5.4,"Chris Morris to Dhawan, 1 run, <b>right into Shamsi</b>. He couldn't have been picked out better. But no. <b>It can still be dropped</b>. Dhawan goes on the high-elbowed drive. Manages the outside chunk, and short third is confused whether to go conventional or reverse-cupped. And before he makes up his mind the ball has already bumped into his chest. And down",55.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Chris Morris to Dhawan,Chris Morris , Dhawan,1,1.0,ind,rsa,1,runs
5.3,"Chris Morris to Raina, 1 run, goes shorter, looking to tuck him up. And Raina tucks too",54.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Chris Morris to Raina,Chris Morris , Raina,1,1.0,ind,rsa,1,runs
5.2,"Chris Morris to Raina, <b>FOUR</b>, he's toying with his mind now. Starts moving away, Morris tries going wide. But Raina was always going to stretch..and he does. And slaps it square",53.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Chris Morris to Raina,Chris Morris , Raina,1,4.0,ind,rsa,1,runs
5.1,"Chris Morris to Raina, 2 runs, drags it from outside off, feet off the earth as he shuffles and finds the fine leg gap. Pulled just in",49.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Chris Morris to Raina,Chris Morris , Raina,1,2.0,ind,rsa,1,runs
4.6,"Phehlukwayo to Raina, 1 run, sways away, letting the ball get close as he stabs it behind point",47.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Phehlukwayo to Raina,Phehlukwayo , Raina,1,1.0,ind,rsa,1,runs
4.5,"Phehlukwayo to Raina, no run, tightens up on the hips. A quick hopping bunt to leg",46.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Phehlukwayo to Raina,Phehlukwayo , Raina,1,0.0,ind,rsa,1,runs
4.5,"Phehlukwayo to Raina, <b>wide</b>, throws it wide, hoping for the sucker drive. Nah",46.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Phehlukwayo to Raina,Phehlukwayo , Raina,1,1.0,ind,rsa,1,runs
4.4,"Phehlukwayo to Dhawan, 1 run, enticed into a pull. But it just skids off the length, under the meat, for a meek nudge in front of square",45.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Phehlukwayo to Dhawan,Phehlukwayo , Dhawan,1,1.0,ind,rsa,1,runs
4.3,"Phehlukwayo to Raina, 1 run, too full, too straight, whipped out to deep mid-wicket",44.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Phehlukwayo to Raina,Phehlukwayo , Raina,1,1.0,ind,rsa,1,runs
4.2,"Phehlukwayo to Raina, <b>FOUR</b>, this is falling apart, rather quickly. Overdoes his compensation with the width outside off. the length is fuller too. Raina doesn't take time to unleash the drive. Wow",43.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Phehlukwayo to Raina,Phehlukwayo , Raina,1,4.0,ind,rsa,1,runs
4.1,"Phehlukwayo to Raina, <b>FOUR</b>, on the dance. Uses the pace, uses the ball in the slot, under it and smokes through the line. Doesn't even bother keeping it down. Long-off, one-bounced",39.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Phehlukwayo to Raina,Phehlukwayo , Raina,1,4.0,ind,rsa,1,runs
3.6,"Junior Dala to Dhawan, no run, back to his drives. Crunchy. But extra cover couldn't have been found better",35.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Junior Dala to Dhawan,Junior Dala , Dhawan,1,0.0,ind,rsa,1,runs
3.5,"Junior Dala to Dhawan, 2 runs, <b>agricultural. </b>Against the line, freaky swing that, doesn't even get the timing, but once again .. powerplay saves the day. Vacant cow corner",35.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Junior Dala to Dhawan,Junior Dala , Dhawan,1,2.0,ind,rsa,1,runs
3.4,"Junior Dala to Dhawan, 2 runs, 137kph, pulls the length back a touch. Dhawan's balance goes backwards, angle-batted to crack it through sweeper",33.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Junior Dala to Dhawan,Junior Dala , Dhawan,1,2.0,ind,rsa,1,runs
3.3,"Junior Dala to Dhawan, no run, <b>flirts</b>. The bat can't resist the width, sadly the feet do. Fizzing past",31.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Junior Dala to Dhawan,Junior Dala , Dhawan,1,0.0,ind,rsa,1,runs
3.2,"Junior Dala to Raina, 1 run, a one-legged pull, crouching as he does so. Fine leg",31.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Junior Dala to Raina,Junior Dala , Raina,1,1.0,ind,rsa,1,runs
3.1,"Junior Dala to Raina, no run, lines himself up, beside the line in a pat to cover",30.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Junior Dala to Raina,Junior Dala , Raina,1,0.0,ind,rsa,1,runs
2.6,"Duminy to Raina, leg byes, 1 run, with the arm as Raina looks to search for the spin. There's none. So the runs go to the pad as it rolls out to point",30.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Duminy to Raina,Duminy , Raina,1,1.0,ind,rsa,1,runs
2.5,"Duminy to Dhawan, 1 run, on the drive again, nothing the dive from Duminy can do about it. Long-off",29.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Duminy to Dhawan,Duminy , Dhawan,1,1.0,ind,rsa,1,runs
2.4,"Duminy to Dhawan, no run, fully forward, too close for comfort in the process as he squeezes the yorker on the drive to a diving Duminy",28.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Duminy to Dhawan,Duminy , Dhawan,1,0.0,ind,rsa,1,runs
2.3,"Duminy to Raina, 1 run, a soft nudge, round the corner. Sensible",28.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Duminy to Raina,Duminy , Raina,1,1.0,ind,rsa,1,runs
2.2,"Duminy to Raina, <b>FOUR</b>, filthy short. Hop back, make it look worse and free the arms to punch it away through extra cover. Oh the timing, <i>that</i> sound",27.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Duminy to Raina,Duminy , Raina,1,4.0,ind,rsa,1,runs
2.1,"Duminy to Dhawan, 1 run, doesn't bother giving out flight. Flat, angling in and is nurdled away in front of square",23.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Duminy to Dhawan,Duminy , Dhawan,1,1.0,ind,rsa,1,runs
1.6,"Junior Dala to Raina, no run, length, fifth-stumpish. Raina shuffles, stands in front of his stumps, straight batted",22.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Junior Dala to Raina,Junior Dala , Raina,1,0.0,ind,rsa,1,runs
1.5,"Junior Dala to Raina, 2 runs, leans out, opening up the bat face as he checks his drive through the covers. The powerplay has enough gaps to pinch the second",22.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Junior Dala to Raina,Junior Dala , Raina,1,2.0,ind,rsa,1,runs
1.4,"Junior Dala to Raina, <b>SIX</b>, woah. How's that for a start. Yea, it's on the pads but Raina's bat swat is violent. Across the line, airy and into the stands behind square",20.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Junior Dala to Raina,Junior Dala , Raina,1,6.0,ind,rsa,1,runs
1.3,"Junior Dala to Rohit, <b>out</b> Lbw!! He's turned up in a complete twist. Pace, angle and Rohit's lack of feet gang up to have him back. Well he ponders the review, goes against it, and then Shikhar calls him back to think some more. And all the thinking has taken up the fifteen seconds. The foot is fine as well. Now then, Dala started right next to the stumps, nips it back in off a good length and Rohit, late to react is pinned. In front of middle. <b>Rohit lbw b Junior Dala 11(8) [4s-2]</b>",14.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Junior Dala to Rohit,Junior Dala , Rohit,1,0.0,ind,rsa,1,out
1.2,"Junior Dala to Rohit, no run, 134kph, wobbly seam on off. Rohit gets forced into a defence",14.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Junior Dala to Rohit,Junior Dala , Rohit,1,0.0,ind,rsa,1,runs
1.1,"Junior Dala to Dhawan, 1 run, a typical bat swing, inside-halving his on-drive to mid-on",14.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Junior Dala to Dhawan,Junior Dala , Dhawan,1,1.0,ind,rsa,1,runs
0.6,"Chris Morris to Rohit, <b>FOUR</b>, back to slanting down leg. Swipe, frantically and fine leg's nowhere in the picture. Just the start the Proteas would've discussed to not have",13.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Chris Morris to Rohit,Chris Morris , Rohit,1,4.0,ind,rsa,1,runs
0.5,"Chris Morris to Rohit, <b>FOUR</b>, juicy overcook. And is drilled straight down. No, it's more of a smear. He hardly moves, doesn't even get it off the middle, but there's always enough when the length is such",9.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Chris Morris to Rohit,Chris Morris , Rohit,1,4.0,ind,rsa,1,runs
0.4,"Chris Morris to Rohit, no run, hits the 140 mark again. Hitting the pitch hard to get it to spit up a touch, Rohit's bat sponsor is found",5.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Chris Morris to Rohit,Chris Morris , Rohit,1,0.0,ind,rsa,1,runs
0.3,"Chris Morris to Rohit, no run, that's the line. <b>140kph</b>. Right on the money, the good length, top-of-off. A quick press forward to defend",5.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Chris Morris to Rohit,Chris Morris , Rohit,1,0.0,ind,rsa,1,runs
0.2,"Chris Morris to Dhawan, 1 run, 136kph, finds some swing, back in on off. Squeezed, circumspect in front of a deepish mid-off",5.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Chris Morris to Dhawan,Chris Morris , Dhawan,1,1.0,ind,rsa,1,runs
0.1,"Chris Morris to Rohit, 1 run, oh dear. A wide full toss. A surprised Rohit can only throw his bat, late and toe-end it out through the covers",4.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Chris Morris to Rohit,Chris Morris , Rohit,1,1.0,ind,rsa,1,runs
0.1,"Chris Morris to Rohit, <b>no ball</b>, 2 runs, nice gentle feeder on the legs. Rohit has had tougher starts. Surely. The overstepping doesn't help either. So some inauspicious-ities to start off. Flicked with ease, round the corner",3.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Chris Morris to Rohit,Chris Morris , Rohit,1,3.0,ind,rsa,1,runs
19.6,"Bhuvneshwar to Jonker, <b>out</b> Caught by Rohit!! Okay, that was a full toss just below the waist. And Jonker finds extra cover with that. All over (but imagine the fun if this was no-balled for height). <b>India win by 7 runs and take the series 2-1.</b> <b>Jonker c Rohit b Bhuvneshwar 49(24) [4s-5 6s-2]</b>",165.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bhuvneshwar to Jonker,Bhuvneshwar , Jonker,2,0.0,rsa,ind,1,out
19.5,"Bhuvneshwar to Jonker, 2 runs, the India faction of the crowd knows it. This had to be a six. Isn't. Another yorker - perhaps an inch or two short - and Jonker jams out a couple round the corner",165.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bhuvneshwar to Jonker,Bhuvneshwar , Jonker,2,2.0,rsa,ind,1,runs
19.4,"Bhuvneshwar to Jonker, 2 runs, can't do much about it. Inswinging yorker that's squeezed out to long-on. A slightly unsure second run but they complete it without much hassle in the end. <b>10 from 2</b>",163.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bhuvneshwar to Jonker,Bhuvneshwar , Jonker,2,2.0,rsa,ind,1,runs
19.4,"Bhuvneshwar to Jonker, <b>wide</b>, that's flirting with the inside of the tramline, I think, but the umpire thinks otherwise. Back of a length, decking away and making it worse for Bhuvneshwar",161.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bhuvneshwar to Jonker,Bhuvneshwar , Jonker,2,1.0,rsa,ind,1,runs
19.3,"Bhuvneshwar to Behardien, 1 run, full tosses have a place in T20s now. Another one, punched to long-off. <b>13 off 3</b>",160.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bhuvneshwar to Behardien,Bhuvneshwar , Behardien,2,1.0,rsa,ind,1,runs
19.2,"Bhuvneshwar to Behardien, <b>FOUR</b>, great, he's cleared short third man with that uppish forced edge. Had to reach out because the ball was delivered quite wide",159.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bhuvneshwar to Behardien,Bhuvneshwar , Behardien,2,4.0,rsa,ind,1,runs
19.1,"Bhuvneshwar to Jonker, 1 run, starts with a slowish length ball outside off, cut away through cover-point. <b>18 needed off 5</b>",155.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bhuvneshwar to Jonker,Bhuvneshwar , Jonker,2,1.0,rsa,ind,1,runs
18.6,"Bumrah to Jonker, 1 run, 145ks full toss, swatted to long-on. <b>16 runs off Bumrah's over!</b>",154.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Jonker,Bumrah , Jonker,2,1.0,rsa,ind,1,runs
18.5,"Bumrah to Jonker, 2 runs, low full toss, and with Bumrah's angle coming into the batsmen, it's difficult to get under it. <b>Cape Town is awake, again</b>. 20 runs needed",153.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Jonker,Bumrah , Jonker,2,2.0,rsa,ind,1,runs
18.4,"Bumrah to Jonker, 2 runs, back to pace. Quicker back of a length delivery flat-batted off the splice to long-on. Quick throw, leading to a stuttered hurried second run. But all safe",151.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Jonker,Bumrah , Jonker,2,2.0,rsa,ind,1,runs
18.3,"Bumrah to Jonker, <b>SIX</b>, <b>boom!</b> 122ks ball, and the debutant has marauded that over long-on. What have we got?",149.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Jonker,Bumrah , Jonker,2,6.0,rsa,ind,1,runs
18.2,"Bumrah to Behardien, 1 run, fails to reads the slower ball and makes a fool of himself. Was shaping for the big hit, the ball never arrives and spoons that to shortish mid-on",143.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Behardien,Bumrah , Behardien,2,1.0,rsa,ind,1,runs
18.1,"Bumrah to Behardien, <b>FOUR</b>, incoming leg-stump full toss, clipped round the corner. Easy. <b>31 off 11 needed</b>",142.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Behardien,Bumrah , Behardien,2,4.0,rsa,ind,1,runs
17.6,"SN Thakur to Jonker, <b>FOUR</b>, that might have hit the ropes on the full. Nah, just drops inside. Disparaging pull shot, picking the slower delivery and smacking the daylight out of this delivery. <b>18 runs off the over</b>",138.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,SN Thakur to Jonker,SN Thakur , Jonker,2,4.0,rsa,ind,1,runs
17.5,"SN Thakur to Jonker, no run, drops the ball short and Jonker looked late the backfooted slap shot. No timing whatsoever to buy a run",134.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,SN Thakur to Jonker,SN Thakur , Jonker,2,0.0,rsa,ind,1,runs
17.4,"SN Thakur to Jonker, <b>FOUR</b>, gets back to pace, gets the yorker pitching inches short and is drilled down the ground for a much-needed boundary",134.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,SN Thakur to Jonker,SN Thakur , Jonker,2,4.0,rsa,ind,1,runs
17.3,"SN Thakur to Jonker, no run, <b>beaten by the 118ks slower delivery.</b> Jonker goes for a similar hit over cow corner, and misses",130.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,SN Thakur to Jonker,SN Thakur , Jonker,2,0.0,rsa,ind,1,runs
17.2,"SN Thakur to Jonker, <b>FOUR</b>, slower delivery, he wanted to go over covers but adjusts nicely to the lack of pace, opening the bat face and slicing the ball over backward point",130.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,SN Thakur to Jonker,SN Thakur , Jonker,2,4.0,rsa,ind,1,runs
17.1,"SN Thakur to Jonker, <b>SIX</b>, 123kph ball right into Jonker's arc. Swings his bat across and sends it flying over cow corner",126.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,SN Thakur to Jonker,SN Thakur , Jonker,2,6.0,rsa,ind,1,runs
16.6,"Bumrah to Behardien, <b>FOUR</b>, brilliant. Makes room, waits for it and pumps it over wide mid-off, picking the ball from right in front of the stumps and lifting that inside-out",120.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Behardien,Bumrah , Behardien,2,4.0,rsa,ind,1,runs
16.5,"Bumrah to Jonker, 1 run, there's long-off in place to intercept this slap-drive",116.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Jonker,Bumrah , Jonker,2,1.0,rsa,ind,1,runs
16.4,"Bumrah to Behardien, 1 run, late on this 142ks full ball. Wanted a single worked to long-on but all he gets is an inside edge scooting to fine leg",115.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Behardien,Bumrah , Behardien,2,1.0,rsa,ind,1,runs
16.3,"Bumrah to Chris Morris, <b>out</b> Bowled!! Bumrah is such a skiddy operator. Slides the ball in from wide of the crease, tempts Chris Morris into mowing that with the incoming angle and sneaks the ball through. Gone. Red. <b>Chris Morris b Bumrah 4(3) [4s-1]</b>",114.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Chris Morris,Bumrah , Chris Morris,2,0.0,rsa,ind,1,out
16.2,"Bumrah to Chris Morris, no run, indipper, Chris Morris swings across and misses",114.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Chris Morris,Bumrah , Chris Morris,2,0.0,rsa,ind,1,runs
16.1,"Bumrah to Chris Morris, <b>FOUR</b>, now an outside edge through third man. Plays back to a fuller delivery and is not quite able to get behind. More off the cue end of the bat that",114.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Chris Morris,Bumrah , Chris Morris,2,4.0,rsa,ind,1,runs
16.1,"Bumrah to Chris Morris, <b>wide</b>, that's well inside the guideline outside off but it's been wided. Parallax error<b>..</b>",110.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,Bumrah to Chris Morris,Bumrah , Chris Morris,2,1.0,rsa,ind,1,runs
15.6,"SN Thakur to Duminy, <b>out</b> Caught by Rohit!! That shot is pressure and might well be India's surge towards a convincing win (if it wasn't until now). With 64 needed off 25, Duminy had to go for it. Tries to clout a boundary over mid-wicket but all he does is pop a simple miscue to Rohit Sharma at mid-off. <b>Duminy c Rohit b SN Thakur 55(41) [4s-2 6s-3]</b>",109.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,SN Thakur to Duminy,SN Thakur , Duminy,2,0.0,rsa,ind,1,out
15.5,"SN Thakur to Duminy, 2 runs, fuller ball and he's played this a little late through mid-wicket",109.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,SN Thakur to Duminy,SN Thakur , Duminy,2,2.0,rsa,ind,1,runs
15.4,"SN Thakur to Duminy, no run, now he goes overambitious and tries to swing this over mid-wicket. Doesn't get hold of it. Difficult doing that against SN Thakur's angle across him",107.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,SN Thakur to Duminy,SN Thakur , Duminy,2,0.0,rsa,ind,1,runs
15.3,"SN Thakur to Duminy, <b>FOUR</b>, <b>11th T20I fifty for Duminy!</b> And brings up the milestone with some nice timing through covers. Makes some room and finds the gap wide of covers with this punch",107.0,rsa-vs-ind-3rd-t20i-india-tour-of-south-africa-2017-18,2018,SN Thakur to Duminy,SN Thakur , Duminy,2,4.0,rsa,ind,1,runs
